ID,Ranking,Name,Height in inches,wt in lbs,Hometown2,State2,Position,Rating,Stars,College,College lean,Conference,Committed,Committed to,pos_group
2021_765,803,Mitch Leigber,73,205,Laguna Hills  CA,CA,S,0.8566,3,N/A,N/A,Other,Not Committed,,DB
2021_767,804,Simeon Price,72,204,Pensacola  FL,FL,WR,0.8566,3,N/A,N/A,Other,Not Committed,,WR
2021_768,805,J'Dan Burnett,72,200,Fort Worth  TX,TX,OLB,0.8566,3,N/A,N/A,Other,Not Committed,,LB
2021_882,806,Jalon Williams,71,180,Grand Prairie  TX,TX,CB,0.8566,3,N/A,N/A,Other,Not Committed,,DB
2021_1033,807,Khalil Dinkins,75,220,Wexford  PA,PA,TE,0.8566,3,N/A,N/A,Other,Not Committed,,TE
2021_1034,808,TJ Patu,76,210,La Habra  CA,CA,S,0.8566,3,N/A,N/A,Other,Not Committed,,DB
2021_1035,809,Enrique Cruz,77,252,Villa Park  IL,IL,OT,0.8566,3,N/A,N/A,Other,Not Committed,,OL
2021_772,810,Tyreek Chappell,71,177,Philadelphia  PA,PA,CB,0.8565,3,Texas A&M100%,Texas A&M,SEC,Not Committed,,DB
2021_773,811,Kaiya Sheron,75.5,195,Somerset  KY,KY,PRO,0.8564,3,Kentucky,Kentucky,SEC,Committed,Kentucky,QB
2021_1036,812,Treylan Davis,77,215,Jackson  OH,OH,TE,0.8564,3,West Virginia,West Virginia,Big 12,Committed,West Virginia,TE
2021_777,813,Jack Tucker,78,270,Argyle  TX,TX,OT,0.8561,3,Texas Tech,Texas Tech,Big 12,Committed,Texas Tech,OL
2021_778,814,Jermaine Hamilton-Jordan,73,195,Kansas City  MO,MO,OLB,0.8561,3,Arkansas,Arkansas,SEC,Committed,Arkansas,LB
2021_779,815,Cole Joyce,72,212,Bentonville  AR,AR,ILB,0.8561,3,UCF,UCF,Other,Committed,UCF,LB
2021_1037,816,Koli Faaiu,76,315,Bothell  WA,WA,OG,0.8561,3,Utah,Utah,Pac-12,Committed,Utah,OL
2021_780,817,Corey Palmer,71.5,170,Bradenton  FL,FL,WR,0.856,3,N/A,N/A,Other,Not Committed,,WR
2021_781,818,Caden Fordham,74,220,Ponte Vedra Beach  FL,FL,S,0.8559,3,NC State,NC State,Other,Committed,NC State,DB
2021_782,819,Jared Behrens,75,220,Bradenton  FL,FL,OLB,0.8559,3,N/A,N/A,Other,Not Committed,,LB
2021_784,820,Kani Walker,74,194,Douglasville  GA,GA,CB,0.8559,3,Louisville80%,Louisville,ACC,Not Committed,,DB
2021_785,821,Rico Barfield,72,215,Saint Louis  MO,MO,RB,0.8559,3,N/A,N/A,Other,Not Committed,,RB
2021_786,822,Gunnar Greenwald,77,220,Satellite Beach  FL,FL,TE,0.8559,3,USF,USF,Other,Committed,USF,TE
2021_787,823,Jake Chaney,72,210,Lehigh Acres  FL,FL,ILB,0.8559,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,LB
2021_852,824,Allan Haye,73,296,Hollywood  FL,FL,DT,0.8559,3,Miami,Miami,ACC,Committed,Miami,DL
2021_788,825,Dino Kaliakmanis,74,188,Antioch  IL,IL,WR,0.8558,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,WR
2021_948,826,William Reed,77,260,Sammamish  WA,WA,OT,0.8558,3,N/A,N/A,Other,Not Committed,,OL
2021_789,827,Dante Trader Jr.,72,180,Owings Mills  MD,MD,CB,0.8553,3,Maryland,Maryland,Big Ten,Committed,Maryland,DB
2021_769,828,Andrew Jones,76,255,Pfafftown  NC,NC,OT,0.8552,3,Duke,Duke,ACC,Committed,Duke,OL
2021_790,829,Caleb Hood,71,214,Rockingham  NC,NC,ATH,0.8552,3,North Carolina,North Carolina,ACC,Committed,North Carolina,ATH
2021_791,830,TJ Guy,76,240,Mansfield  MA,MA,WDE,0.8552,3,Michigan,Michigan,Big Ten,Committed,Michigan,DL
2021_792,831,Nate Bruce,76,320,Harrisburg  PA,PA,OG,0.8552,3,Penn State,Penn State,Big Ten,Committed,Penn State,OL
2021_793,832,Brandon Epton Jr.,71.5,181,Dallas  TX,TX,RB,0.8552,3,SMU,SMU,Other,Committed,SMU,RB
2021_795,833,Jesiah Davis,74,170,Cornelius  NC,NC,WR,0.8552,3,Virginia,Virginia,ACC,Committed,Virginia,WR
2021_797,834,Gregory Rubin,72,180,Memphis  TN,TN,S,0.8552,3,Memphis,Memphis,Other,Committed,Memphis,DB
2021_935,835,Howard Brown,74,288,Kansas City  MO,MO,DT,0.8552,3,Iowa State,Iowa State,Big 12,Committed,Iowa State,DL
2021_1038,836,Jordan Eubanks,74,200,Denton  TX,TX,OLB,0.8552,3,Florida State,Florida State,ACC,Committed,Florida State,LB
2021_1039,837,Caleb McDowell,70,175,Leesburg  GA,GA,RB,0.8552,3,South Carolina,South Carolina,SEC,Committed,South Carolina,RB
2021_714,838,Colston Powers,76,285,Daleville  VA,VA,OT,0.8548,3,Appalachian State,Appalachian State,Other,Committed,Appalachian State,OL
2021_799,839,Jack Leyrer,78,275,Dallas  TX,TX,OT,0.8548,3,N/A,N/A,Other,Not Committed,,OL
2021_800,840,Solomon Lewis,68,150,Lake Charles  LA,LA,WR,0.8548,3,Louisiana Tech,Louisiana Tech,Other,Committed,Louisiana Tech,WR
2021_1040,841,Thomas Davis,74.5,223,Valdosta  GA,GA,WDE,0.8548,3,Miami100%,Miami,ACC,Not Committed,,DL
2021_801,842,Terrence Rankl,78,280,Massillon  OH,OH,OT,0.8547,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,OL
2021_802,843,Antonio Outler,70,190,West Palm Beach  FL,FL,RB,0.8547,3,N/A,N/A,Other,Not Committed,,RB
2021_803,844,Jack Dingle,76,205,Louisville  KY,KY,OLB,0.8547,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,LB
2021_959,845,Brandon Buckner,73,234,Chandler  AZ,AZ,OLB,0.8547,3,Oregon,Oregon,Pac-12,Committed,Oregon,LB
2021_804,846,Jaden Nixon,70,170,Frisco  TX,TX,RB,0.8544,3,Oklahoma State,Oklahoma State,Big 12,Committed,Oklahoma State,RB
2021_1041,847,Shaquan Loyal,72,175,Newark  NJ,NJ,CB,0.8544,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,DB
2021_805,848,Joseph McKay,72,216,Phenix City  AL,AL,RB,0.8541,3,N/A,N/A,Other,Not Committed,,RB
2021_749,849,D'Marion Alexander,77,215,China Spring  TX,TX,WDE,0.854,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,DL
2021_806,850,Caleb Berry,72,209,Lufkin  TX,TX,RB,0.854,3,N/A,N/A,Other,Not Committed,,RB
2021_807,851,Jaedon Wilson,75,172,DeSoto  TX,TX,WR,0.854,3,Arkansas,Arkansas,SEC,Committed,Arkansas,WR
2021_808,852,Jonathan Jones,76,230,McKinney  TX,TX,SDE,0.854,3,N/A,N/A,Other,Not Committed,,DL
2021_809,853,Braylen Jackson,76,270,Mansfield  TX,TX,SDE,0.854,3,N/A,N/A,Other,Not Committed,,DL
2021_810,854,Deion Burks,70.5,175,Belleville  MI,MI,WR,0.854,3,Purdue,Purdue,Big Ten,Committed,Purdue,WR
2021_811,855,Caleb Banks,78,255,Southfield  MI,MI,SDE,0.854,3,Arizona State,Arizona State,Pac-12,Committed,Arizona State,DL
2021_812,856,Casey Cain,74,175,New Orleans  LA,LA,WR,0.854,3,Texas,Texas,Big 12,Committed,Texas,WR
2021_813,857,Zamajay Duncan,70,180,San Juan Capistrano  CA,CA,CB,0.854,3,N/A,N/A,Other,Not Committed,,DB
2021_814,858,Chase Jackson,74,170,Choctaw  OK,OK,WR,0.854,3,TCU,TCU,Big 12,Committed,TCU,WR
2021_815,859,Terrance Butler,75,220,Baltimore  MD,MD,WDE,0.854,3,Maryland,Maryland,Big Ten,Committed,Maryland,DL
2021_816,860,Kolbe Fields,73,205,Metairie  LA,LA,OLB,0.854,3,Oklahoma State,Oklahoma State,Big 12,Committed,Oklahoma State,LB
2021_817,861,Jed Castles,78,215,Wichita Falls  TX,TX,TE,0.854,3,Texas Tech,Texas Tech,Big 12,Committed,Texas Tech,TE
2021_998,862,Jaden Bray,75,190,Norman  OK,OK,WR,0.854,3,Oklahoma State,Oklahoma State,Big 12,Committed,Oklahoma State,WR
2021_1042,863,Raymond Gay,70,175,Red Oak  TX,TX,CB,0.854,3,Oklahoma State,Oklahoma State,Big 12,Committed,Oklahoma State,DB
2021_818,864,Armorion Smith,74,190,Ecorse  MI,MI,S,0.8539,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,DB
2021_820,865,Dylan Flowers,70,150,Westlake Village  CA,CA,CB,0.8539,3,N/A,N/A,Other,Not Committed,,DB
2021_822,866,Jamal Haynes,69,175,Loganville  GA,GA,ATH,0.8539,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,ATH
2021_823,867,Theran Johnson,72,170,Indianapolis  IN,IN,CB,0.8539,3,Northwestern,Northwestern,Big Ten,Committed,Northwestern,DB
2021_824,868,Aaron Steinfeldt,77,230,Bloomington  IN,IN,TE,0.8539,3,Indiana,Indiana,Big Ten,Committed,Indiana,TE
2021_825,869,Bill Jackson,70,195,Saint Louis  MO,MO,RB,0.8539,3,Tulsa,Tulsa,Other,Committed,Tulsa,RB
2021_843,870,Jaleel Davis,78,300,Rockingham  NC,NC,OT,0.8539,3,NC State,NC State,Other,Committed,NC State,OL
2021_844,871,Kenneth Bannister,74.5,255,New Orleans  LA,LA,OT,0.8539,3,Louisiana Tech,Louisiana Tech,Other,Committed,Louisiana Tech,OL
2021_1043,872,Henry Hughes,77,228,Tampa  FL,FL,WDE,0.8539,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,DL
2021_826,873,Winsome Frazier,75,185,West Palm Beach  FL,FL,S,0.8538,3,N/A,N/A,Other,Not Committed,,DB
2021_827,874,TJ Lewis,75,180,Brunswick  GA,GA,DUAL,0.8538,3,N/A,N/A,Other,Not Committed,,QB
2021_828,875,Kaden McMullen,75,182,O'Fallon  MO,MO,PRO,0.8536,3,N/A,N/A,Other,Not Committed,,QB
2021_829,876,KJ Liggins,71,185,Denton  TX,TX,WR,0.8535,3,N/A,N/A,Other,Not Committed,,WR
2021_830,877,Baron Hopson,70,220,Leesburg  GA,GA,ILB,0.8534,3,N/A,N/A,Other,Not Committed,,LB
2021_831,878,Branson Yager,79,332,Grantsville  UT,UT,OT,0.8533,3,Nebraska,Nebraska,Big Ten,Committed,Nebraska,OL
2021_832,879,Emile Aime,69,202,Fort Lauderdale  FL,FL,ILB,0.8533,3,N/A,N/A,Other,Not Committed,,LB
2021_920,880,Kaci Seegars,74,215,Cornelius  NC,NC,OLB,0.8533,3,Texas A&M,Texas A&M,SEC,Committed,Texas A&M,LB
2021_834,881,Aaron Hall,77,210,Durham  NC,NC,WDE,0.8532,3,Duke,Duke,ACC,Committed,Duke,DL
2021_835,882,Trent Broadnax,73,190,Savannah  GA,GA,WR,0.8532,3,Duke,Duke,ACC,Committed,Duke,WR
2021_1044,883,Jaylen Henderson,75,205,West Hills  CA,CA,DUAL,0.8532,3,N/A,N/A,Other,Not Committed,,QB
2021_1045,884,Kahlil Saunders,77,260,Huntsville  AL,AL,SDE,0.8532,3,Kentucky,Kentucky,SEC,Committed,Kentucky,DL
2021_836,885,Tae'Shaun Johnson,71,185,Toledo  OH,OH,WR,0.8531,3,Bowling Green,Bowling Green,Other,Committed,Bowling Green,WR
2021_837,886,Justin Macias Jr.,71,183,Hempstead  TX,TX,S,0.8531,3,N/A,N/A,Other,Not Committed,,DB
2021_838,887,Aries Scott,76,207,Simpsonville  SC,SC,WDE,0.853,3,N/A,N/A,Other,Not Committed,,DL
2021_689,888,Katravis Geter Jr.,70,194,Opa Locka  FL,FL,APB,0.8527,3,N/A,N/A,Other,Not Committed,,RB
2021_839,889,Tai Felton,74,172,Ashburn  VA,VA,WR,0.8527,3,Maryland,Maryland,Big Ten,Committed,Maryland,WR
2021_840,890,Marcus Mbow,78,285,Milwaukee  WI,WI,OT,0.8527,3,Nebraska75%,Nebraska,Big Ten,Not Committed,,OL
2021_841,891,Tank Young,66,185,Overland Park  KS,KS,RB,0.8527,3,N/A,N/A,Other,Not Committed,,RB
2021_842,892,Jaden Hicks,74,192,Las Vegas  NV,NV,S,0.8527,3,N/A,N/A,Other,Not Committed,,DB
2021_845,893,Zhen-Keith Sotelo,76,268,Kapolei  HI,HI,SDE,0.8527,3,N/A,N/A,Other,Not Committed,,DL
2021_846,894,James Smith,75,230,Virginia Beach  VA,VA,WDE,0.8527,3,N/A,N/A,Other,Not Committed,,DL
2021_847,895,Alex Okelo,77,217,Nashville  TN,TN,WDE,0.8527,3,N/A,N/A,Other,Not Committed,,DL
2021_850,896,Jackson Hamilton,73,205,Roswell  GA,GA,OLB,0.8527,3,N/A,N/A,Other,Not Committed,,LB
2021_1046,897,Marceese Yetts,67.5,154,Santa Ana  CA,CA,APB,0.8527,3,N/A,N/A,Other,Not Committed,,RB
2021_1047,898,Jailen Weaver,80,270,Antioch  CA,CA,WDE,0.8527,3,N/A,N/A,Other,Not Committed,,DL
2021_690,899,Walter Simmons III,74,194,Orange Park  FL,FL,DUAL,0.8526,3,N/A,N/A,Other,Not Committed,,QB
2021_853,900,Jordan Oladokun,71,185,Tampa  FL,FL,CB,0.8526,3,Iowa83%,Iowa,Big Ten,Not Committed,,DB
2021_854,901,Shafeek Smith,69,165,Philadelphia  PA,PA,CB,0.8526,3,N/A,N/A,Other,Not Committed,,DB
2021_960,902,Jordan Blackmon,70,175,Melbourne  FL,FL,S,0.8526,3,USF,USF,Other,Committed,USF,DB
2021_978,903,Daniel Edwards,71,155,Winter Park  FL,FL,CB,0.8526,3,Illinois,Illinois,Big Ten,Committed,Illinois,DB
2021_856,904,Kobe Walton,71,175,Mesquite  TX,TX,S,0.8524,3,N/A,N/A,Other,Not Committed,,DB
2021_857,905,Thornton Gentry,76,282,Chapin  SC,SC,OC,0.852,3,NC State,NC State,Other,Committed,NC State,OL
2021_858,906,Chase Lowery,72,180,Frisco  TX,TX,CB,0.8519,3,N/A,N/A,Other,Not Committed,,DB
2021_859,907,Raam Stevenson Jr.,75,200,Arlington  TX,TX,WDE,0.8519,3,N/A,N/A,Other,Not Committed,,DL
2021_860,908,DJ Arkansas,73,200,Denton  TX,TX,OLB,0.8519,3,Rice,Rice,Other,Committed,Rice,LB
2021_861,909,Nate Yarnell,78,200,Austin  TX,TX,PRO,0.8519,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,QB
2021_862,910,Kaden Meredith,69.5,179,Longview  TX,TX,RB,0.8519,3,UTSA,UTSA,Other,Committed,UTSA,RB
2021_863,911,Brandon Honorable,79,280,Detroit  MI,MI,OT,0.8519,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,OL
2021_866,912,Jordan Moore,74,175,Towson  MD,MD,ATH,0.8519,3,Duke,Duke,ACC,Committed,Duke,ATH
2021_867,913,Anthony Freeman,71,211,Durham  NC,NC,OLB,0.8519,3,Duke,Duke,ACC,Committed,Duke,LB
2021_868,914,Mario Love,70,170,Cornelius  NC,NC,CB,0.8519,3,NC State,NC State,Other,Committed,NC State,DB
2021_869,915,Austin Barber,79,315,Jacksonville  FL,FL,OT,0.8519,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,OL
2021_871,916,Makylan Pounders,78,295,Byhalia  MS,MS,OT,0.8519,3,Mississippi State,Mississippi State,SEC,Committed,Mississippi State,OL
2021_872,917,Nykelius Johnson,71,180,Florence  SC,SC,ATH,0.8519,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,ATH
2021_873,918,Gavin McKay,76,215,Memphis  TN,TN,TE,0.8519,3,Missouri,Missouri,SEC,Committed,Missouri,TE
2021_874,919,Jaelin Alstott-VanDeVanter,79,260,Mooresville  IN,IN,OT,0.8519,3,Purdue,Purdue,Big Ten,Committed,Purdue,OL
2021_875,920,JaCorey Hyder,74,225,Woodville  TX,TX,ILB,0.8519,3,UTSA,UTSA,Other,Committed,UTSA,LB
2021_877,921,Myles Montgomery,70,195,Neptune Beach  FL,FL,RB,0.8519,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,RB
2021_878,922,Keith Jackson,70,195,Missouri City  TX,TX,RB,0.8519,3,N/A,N/A,Other,Not Committed,,RB
2021_995,923,Cameron Brady,74,195,Arlington  TX,TX,WR,0.8519,3,UCF,UCF,Other,Committed,UCF,WR
2021_1048,924,Cam Smith,73,165,Denton  TX,TX,ATH,0.8519,3,Oklahoma State,Oklahoma State,Big 12,Committed,Oklahoma State,ATH
2021_1049,925,Matt Gulbin,76,290,Wilton  CT,CT,OG,0.8519,3,Wake Forest,Wake Forest,ACC,Committed,Wake Forest,OL
2021_1050,926,Tomas Rimac,78,280,Brunswick  OH,OH,OT,0.8519,3,West Virginia,West Virginia,Big 12,Committed,West Virginia,OL
2021_1051,927,Noah Biglow,72,175,Seffner  FL,FL,CB,0.8519,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,DB
2021_1052,928,Omar Daniels,72,180,Moultrie  GA,GA,CB,0.8519,3,Kansas State,Kansas State,Big 12,Committed,Kansas State,DB
2021_1053,929,Quincy Bryant,72,195,Lilburn  GA,GA,CB,0.8519,3,Wake Forest,Wake Forest,ACC,Committed,Wake Forest,DB
2021_879,930,Carter Evans,76,230,Crystal Lake  IL,IL,TE,0.8518,3,N/A,N/A,Other,Not Committed,,TE
2021_880,931,DJ Sims,75,190,Richmond  VA,VA,WR,0.8518,3,Wake Forest,Wake Forest,ACC,Committed,Wake Forest,WR
2021_1054,932,Jaelin Moss,77,260,Fairport  NY,NY,DT,0.8518,3,Syracuse,Syracuse,ACC,Committed,Syracuse,DL
2021_1000,933,Da'Wain Lofton,70,175,Fort Worth  TX,TX,ATH,0.8516,3,Mississippi State100%,Mississippi State,SEC,Not Committed,,ATH
2021_881,934,Reece Jesse,75,180,Hopkinsville  KY,KY,WR,0.8516,3,N/A,N/A,Other,Not Committed,,WR
2021_883,935,Ikechukwu Iwunnah,76,275,Garland  TX,TX,DT,0.8516,3,N/A,N/A,Other,Not Committed,,DL
2021_884,936,O'Mega Blake,74,188,Rock Hill  SC,SC,WR,0.8516,3,South Carolina100%,South Carolina,SEC,Not Committed,,WR
2021_885,937,Jamareeh Jones,72,182,Highland Springs  VA,VA,ATH,0.8516,3,N/A,N/A,Other,Not Committed,,ATH
2021_887,938,Rejhan Tatum,74,224,Oklahoma City  OK,OK,ILB,0.8516,3,N/A,N/A,Other,Not Committed,,LB
2021_888,939,Umari Hatcher,75,175,Woodbridge  VA,VA,WR,0.8516,3,N/A,N/A,Other,Not Committed,,WR
2021_889,940,Cameron Bergeron,71,180,Albany  GA,GA,CB,0.8516,3,Vanderbilt100%,Vanderbilt,SEC,Not Committed,,DB
2021_890,941,Keith Cooper,76,230,Dickinson  TX,TX,OLB,0.8516,3,N/A,N/A,Other,Not Committed,,LB
2021_891,942,Canon Boone,76,280,Dickinson  TX,TX,OT,0.8516,3,N/A,N/A,Other,Not Committed,,OL
2021_892,943,Carlton Guidry,70,160,Pearland  TX,TX,WR,0.8516,3,Houston100%,Houston,Other,Not Committed,,WR
2021_1055,944,Matthew Langlois,72,185,New Roads  LA,LA,ATH,0.8516,3,Virginia100%,Virginia,ACC,Not Committed,,ATH
2021_893,945,Brayden Wood,75,257,Boulder  CO,CO,SDE,0.8514,3,Kansas State100%,Kansas State,Big 12,Not Committed,,DL
2021_894,946,Zach Richards,75,296,Mooresville  IN,IN,OG,0.8513,3,Purdue,Purdue,Big Ten,Committed,Purdue,OL
2021_957,947,Mekhi Wingo,72,280,Saint Louis  MO,MO,DT,0.8511,3,Missouri,Missouri,SEC,Committed,Missouri,DL
2021_896,948,Nicholas Barrett,76,320,Goldsboro  NC,NC,DT,0.8506,3,South Carolina,South Carolina,SEC,Committed,South Carolina,DL
2021_897,949,Quillen Howze,73,180,Waterford  MI,MI,ATH,0.8506,3,Buffalo,Buffalo,Other,Committed,Buffalo,ATH
2021_898,950,Jalen Hoyle,72,180,Englewood  NJ,NJ,S,0.8506,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,DB
2021_899,951,Grayson James,73,200,Plano  TX,TX,PRO,0.8506,3,N/A,N/A,Other,Not Committed,,QB
2021_900,952,JoJo Johnson,71,170,MERRILLVILLE  IN,IN,ATH,0.8506,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,ATH
2021_901,953,Landon Rogers,76,215,Little Rock  AR,AR,DUAL,0.8506,3,Arkansas,Arkansas,SEC,Committed,Arkansas,QB
2021_902,954,Darius Jackson,73,175,Red Oak  TX,TX,CB,0.8506,3,Missouri,Missouri,SEC,Committed,Missouri,DB
2021_903,955,Sam Reynolds,69,175,Alabaster  AL,AL,WR,0.8506,3,South Carolina,South Carolina,SEC,Committed,South Carolina,WR
2021_1056,956,Deshawn Troutman,73,205,Miami  FL,FL,ILB,0.8506,3,Miami,Miami,ACC,Committed,Miami,LB
2021_1057,957,Caleb Ellis,72,180,Frisco  TX,TX,S,0.8506,3,Stanford,Stanford,Pac-12,Committed,Stanford,DB
2021_904,958,Ryan Hoerstkamp,76,225,Washington  MO,MO,TE,0.8505,3,Missouri,Missouri,SEC,Committed,Missouri,TE
2021_905,959,Daniel Greek,76,230,Argyle  TX,TX,PRO,0.8505,3,Mississippi State,Mississippi State,SEC,Committed,Mississippi State,QB
2021_906,960,Darius Hale,70.5,219,Pearland  TX,TX,RB,0.8505,3,N/A,N/A,Other,Not Committed,,RB
2021_907,961,Micah Gaffney,72,160,Spanish Fort  AL,AL,CB,0.8505,3,Virginia,Virginia,ACC,Committed,Virginia,DB
2021_908,962,Trevion Sneed,73,220,Mineola  TX,TX,ILB,0.8505,3,SMU,SMU,Other,Committed,SMU,LB
2021_909,963,Amaad Foston,71,199,Milledgeville  GA,GA,RB,0.8505,3,Virginia,Virginia,ACC,Committed,Virginia,RB
2021_910,964,Michael Gravely Jr.,73,193,Cleveland  OH,OH,S,0.8505,3,Michigan State,Michigan State,Big Ten,Committed,Michigan State,DB
2021_911,965,Devon Martin,77,240,Mesquite  TX,TX,TE,0.8505,3,N/A,N/A,Other,Not Committed,,TE
2021_969,966,Dalen Stovall,75,180,Stow  OH,OH,WR,0.8505,3,Toledo,Toledo,Other,Committed,Toledo,WR
2021_913,967,Joshua Atkins,76,280,Arlington  TX,TX,OT,0.8499,3,New Mexico,New Mexico,Other,Committed,New Mexico,OL
2021_914,968,Will Johnson,74,210,Leonardtown  MD,MD,OLB,0.8499,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,LB
2021_915,969,Zyquez Perryman,73,178,Pleasant Grove  AL,AL,DUAL,0.8499,3,Charlotte,Charlotte,Other,Committed,Charlotte,QB
2021_917,970,Braylon Braxton,74,200,Frisco  TX,TX,PRO,0.8499,3,N/A,N/A,Other,Not Committed,,QB
2021_918,971,Jackson Bailey,73,220,Red Oak  TX,TX,OLB,0.8499,3,Arizona,Arizona,Pac-12,Committed,Arizona,LB
2021_919,972,Dominic Eldridge,77,300,Dallas  TX,TX,OT,0.8499,3,Nevada,Nevada,Other,Committed,Nevada,OL
2021_921,973,Deldrick Withers,76,245,Little Rock  AR,AR,SDE,0.8499,3,Kansas,Kansas,Big 12,Committed,Kansas,DL
2021_922,974,Al-Shadee Salaam,69,170,East Orange  NJ,NJ,APB,0.8499,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,RB
2021_923,975,De'Anthony Lewis,70,185,Converse  TX,TX,RB,0.8498,3,N/A,N/A,Other,Not Committed,,RB
2021_924,976,Kamren Blanton,71,175,Bellflower  CA,CA,CB,0.8498,3,UNLV,UNLV,Other,Committed,UNLV,DB
2021_925,977,David Holloman,70.5,189,Auburn Hills  MI,MI,RB,0.8498,3,Indiana,Indiana,Big Ten,Committed,Indiana,RB
2021_926,978,Jadarius Thursby,70,186,Duncanville  TX,TX,S,0.8498,3,SMU,SMU,Other,Committed,SMU,DB
2021_927,979,Keenan Landry,74,295,Jennings  LA,LA,DT,0.8498,3,N/A,N/A,Other,Not Committed,,DL
2021_928,980,Jaddai Henry,76,192,Carrollton  TX,TX,WR,0.8498,3,Kansas,Kansas,Big 12,Committed,Kansas,WR
2021_929,981,Malik Curtis,71,160,Fort Myers  FL,FL,ATH,0.8498,3,Miami,Miami,ACC,Committed,Miami,ATH
2021_930,982,Cam'Ron Stewart,76,225,Reading  PA,PA,SDE,0.8497,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,DL
2021_931,983,Jaylin Noel,71,170,Kansas City  MO,MO,WR,0.8497,3,Iowa State,Iowa State,Big 12,Committed,Iowa State,WR
2021_932,984,Devin Lemear,72,170,Manor  TX,TX,S,0.8494,3,Texas100%,Texas,Big 12,Not Committed,,DB
2021_933,985,Hampton Fay,77,210,Fort Worth  TX,TX,PRO,0.8493,3,Michigan State,Michigan State,Big Ten,Committed,Michigan State,QB
2021_1058,986,Viliami Pouha,74,230,South Jordan  UT,UT,WDE,0.8493,3,Utah,Utah,Pac-12,Committed,Utah,DL
2021_1059,987,Jordan Favors,71,185,Griffin  GA,GA,S,0.8492,3,Appalachian State,Appalachian State,Other,Committed,Appalachian State,DB
2021_934,988,Hunter Barth,74,200,Queen Creek  AZ,AZ,S,0.8485,3,California,California,Pac-12,Committed,California,DB
2021_936,989,Jayon Venerable,71,193,Severn  MD,MD,ATH,0.8485,3,Maryland,Maryland,Big Ten,Committed,Maryland,ATH
2021_937,990,Luis Chavarria,76,310,Bellaire  TX,TX,OG,0.8485,3,N/A,N/A,Other,Not Committed,,OL
2021_938,991,Jacoby Jackson,78,320,Arlington  TX,TX,OT,0.8485,3,TCU100%,TCU,Big 12,Not Committed,,OL
2021_939,992,Gabe Nealy,76,175,Miami  FL,FL,S,0.8485,3,Michigan State100%,Michigan State,Big Ten,Not Committed,,DB
2021_940,993,Antwan Roberts,73,189,Hendersonville  TN,TN,RB,0.8485,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,RB
2021_941,994,Ronnie Hamrick II,72,175,Lilburn  GA,GA,CB,0.8485,3,UCF,UCF,Other,Committed,UCF,DB
2021_942,995,RJ Sorensen,76,240,Fort Lauderdale  FL,FL,SDE,0.8485,3,Louisville,Louisville,ACC,Committed,Louisville,DL
2021_943,996,Joshua Pickett,72,175,Mount Airy  GA,GA,CB,0.8485,3,Duke,Duke,ACC,Committed,Duke,DB
2021_944,997,Max Patterson,71,165,Arlington  VA,VA,WR,0.8485,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,WR
2021_1060,998,Otto Hess,78.5,293,Oswego  IL,IL,OT,0.8485,3,Boston College,Boston College,ACC,Committed,Boston College,OL
2021_1061,999,Derrick Edwards,71,175,Miami  FL,FL,S,0.8485,3,Louisville100%,Louisville,ACC,Not Committed,,DB
2021_1062,1000,Chance Black,73,190,Roebuck  SC,SC,RB,0.8485,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,RB
